chrom	fold	centered_start	centered_end	n_insertions	URQ_orig	URQ_sine	URQ_diff	insertion_sites
chr1	1	65669120	66979840	1	-0.37058645486831665	-0.37050557136535645	8.088350296020508e-05	[657046]
chr1	1	65669120	66979840	2	-0.37058645486831665	-0.3677651882171631	0.0028212666511535645	[656247, 656835]
chr1	1	65669120	66979840	3	-0.37058645486831665	-0.3658371567726135	0.004749298095703125	[655586, 656282, 656714]
chr1	1	168599552	169910272	1	-0.3483518958091736	-0.3517369031906128	-0.003385007381439209	[655523]
chr1	1	168599552	169910272	2	-0.3483518958091736	-0.35187458992004395	-0.0035226941108703613	[655902, 656197]
chr1	1	168599552	169910272	3	-0.3483518958091736	-0.3497128486633301	-0.0013609528541564941	[655366, 656212, 656726]
chr1	1	83357696	84668416	1	-0.27563729882240295	-0.17917650938034058	0.09646078944206238	[655689]
chr1	1	83357696	84668416	2	-0.27563729882240295	-0.27114301919937134	0.004494279623031616	[656303, 656890]
chr1	1	83357696	84668416	3	-0.27563729882240295	-0.1811176836490631	0.09451961517333984	[655430, 655780, 657047]
chr1	1	137097216	138407936	1	-0.29155901074409485	-0.2858409583568573	0.005718052387237549	[656294]
chr1	1	137097216	138407936	2	-0.29155901074409485	-0.23273633420467377	0.05882267653942108	[656054, 656483]
chr1	1	137097216	138407936	3	-0.29155901074409485	-0.28883522748947144	0.002723783254623413	[655777, 656157, 656935]
chr1	1	80293888	81604608	1	-0.11029473692178726	-0.11270423233509064	-0.0024094954133033752	[656874]
chr1	1	80293888	81604608	2	-0.11029473692178726	-0.10904477536678314	0.0012499615550041199	[655867, 656157]
chr1	1	80293888	81604608	3	-0.11029473692178726	-0.07643962651491165	0.03385511040687561	[655716, 656636, 657076]
chr1	1	76539904	77850624	1	-0.25134721398353577	-0.24314893782138824	0.008198276162147522	[655741]
chr1	1	76539904	77850624	2	-0.25134721398353577	-0.2458498179912567	0.005497395992279053	[656104, 657163]
chr1	1	76539904	77850624	3	-0.25134721398353577	-0.2496187388896942	0.0017284750938415527	[655434, 656242, 656692]
chr1	1	81420288	82731008	1	-0.3120107352733612	-0.31466642022132874	-0.0026556849479675293	[655636]
chr1	1	81420288	82731008	2	-0.3120107352733612	-0.3107825219631195	0.0012282133102416992	[656104, 656708]
chr1	1	81420288	82731008	3	-0.3120107352733612	-0.3063937723636627	0.005616962909698486	[655784, 656532, 656807]
chr1	1	163977216	165287936	1	-0.28751587867736816	-0.2835178077220917	0.003998070955276489	[656530]
chr1	1	163977216	165287936	2	-0.28751587867736816	-0.17942054569721222	0.10809533298015594	[655623, 655979]
chr1	1	163977216	165287936	3	-0.28751587867736816	-0.28217223286628723	0.005343645811080933	[656238, 656717, 657152]
chr1	1	50487296	51798016	1	-0.22855058312416077	-0.22506850957870483	0.0034820735454559326	[656205]
chr1	1	50487296	51798016	2	-0.22855058312416077	-0.22136616706848145	0.007184416055679321	[655643, 656823]
chr1	1	50487296	51798016	3	-0.22855058312416077	-0.19259482622146606	0.0359557569026947	[655392, 655920, 656788]
chr1	1	162971648	164282368	1	-0.2473818063735962	-0.22467514872550964	0.022706657648086548	[656277]
chr1	1	162971648	164282368	2	-0.2473818063735962	-0.24362803995609283	0.003753766417503357	[656532, 657005]
chr1	1	162971648	164282368	3	-0.2473818063735962	-0.23770169913768768	0.009680107235908508	[655455, 655703, 656418]
chr1	1	68870144	70180864	1	-0.05519166216254234	-0.05626640096306801	-0.0010747388005256653	[656563]
chr1	1	68870144	70180864	2	-0.05519166216254234	-0.059604547917842865	-0.004412885755300522	[656363, 656921]
chr1	1	68870144	70180864	3	-0.05519166216254234	0.06507602334022522	0.12026768550276756	[655546, 656093, 657091]
chr1	1	189698048	191008768	1	-0.18641911447048187	-0.1876520961523056	-0.0012329816818237305	[655835]
chr1	1	189698048	191008768	2	-0.18641911447048187	-0.16821761429309845	0.018201500177383423	[656529, 656853]
chr1	1	189698048	191008768	3	-0.18641911447048187	-0.17316842079162598	0.013250693678855896	[655699, 655913, 656524]
chr1	1	54919168	56229888	1	-0.1683664172887802	-0.1287100911140442	0.03965632617473602	[655988]
chr1	1	54919168	56229888	2	-0.1683664172887802	-0.12237279862165451	0.0459936186671257	[656784, 657097]
chr1	1	54919168	56229888	3	-0.1683664172887802	-0.12218721956014633	0.04617919772863388	[655373, 656505, 657122]
chr1	1	169754624	171065344	1	-0.011483005248010159	-0.011165104806423187	0.0003179004415869713	[655819]
chr1	1	169754624	171065344	2	-0.011483005248010159	0.00106336222961545	0.012546367477625608	[655412, 656722]
chr1	1	169754624	171065344	3	-0.011483005248010159	0.11696062237024307	0.12844362761825323	[655797, 656466, 656901]
chr1	1	159907840	161218560	1	-0.34973445534706116	-0.24910888075828552	0.10062557458877563	[655768]
chr1	1	159907840	161218560	2	-0.34973445534706116	-0.3403756022453308	0.009358853101730347	[655462, 656734]
chr1	1	159907840	161218560	3	-0.34973445534706116	-0.33390742540359497	0.015827029943466187	[656062, 656855, 657061]
chr1	1	172343296	173654016	1	-0.287837415933609	-0.28476622700691223	0.0030711889266967773	[656614]
chr1	1	172343296	173654016	2	-0.287837415933609	-0.2713043689727783	0.01653304696083069	[655611, 657124]
chr1	1	172343296	173654016	3	-0.287837415933609	-0.2856345772743225	0.002202838659286499	[655752, 656533, 656862]
chr1	1	157382656	158693376	1	-0.21493224799633026	-0.21070992946624756	0.004222318530082703	[655580]
chr1	1	157382656	158693376	2	-0.21493224799633026	-0.2035415768623352	0.011390671133995056	[655529, 656045]
chr1	1	157382656	158693376	3	-0.21493224799633026	-0.17520248889923096	0.039729759097099304	[655724, 655947, 656578]
chr1	1	153876480	155187200	1	-0.16554878652095795	-0.07905665785074234	0.0864921286702156	[655586]
chr1	1	153876480	155187200	2	-0.16554878652095795	-0.1597207933664322	0.005827993154525757	[655370, 655988]
chr1	1	153876480	155187200	3	-0.16554878652095795	-0.06961771100759506	0.09593107551336288	[655631, 656082, 656939]
chr1	1	89741312	91052032	1	-0.12526556849479675	-0.06919065117835999	0.05607491731643677	[656439]
chr1	1	89741312	91052032	2	-0.12526556849479675	-0.06683076173067093	0.058434806764125824	[655486, 656320]
chr1	1	89741312	91052032	3	-0.12526556849479675	0.01316975150257349	0.13843531999737024	[655485, 655934, 656348]
chr1	1	72476672	73787392	1	-0.3072032928466797	-0.3056742548942566	0.0015290379524230957	[655703]
chr1	1	72476672	73787392	2	-0.3072032928466797	-0.30635911226272583	0.0008441805839538574	[655840, 656857]
chr1	1	72476672	73787392	3	-0.3072032928466797	-0.19308942556381226	0.11411386728286743	[655584, 656188, 656610]
chr1	1	190005248	191315968	1	-0.43866610527038574	-0.43443799018859863	0.004228115081787109	[656508]
chr1	1	190005248	191315968	2	-0.43866610527038574	-0.43975114822387695	-0.001085042953491211	[655644, 655944]
chr1	1	190005248	191315968	3	-0.43866610527038574	-0.4331384003162384	0.005527704954147339	[655410, 655982, 656504]
chr1	1	72796160	74106880	1	-0.2472773641347885	-0.25162750482559204	-0.004350140690803528	[656227]
chr1	1	72796160	74106880	2	-0.2472773641347885	-0.2532518208026886	-0.0059744566679000854	[656005, 656240]
chr1	1	72796160	74106880	3	-0.2472773641347885	0.0009553832933306694	0.24823274742811918	[655467, 655751, 656761]
chr13	1	28737536	30048256	1	-0.2852357029914856	-0.28305402398109436	0.0021816790103912354	[656058]
chr13	1	28737536	30048256	2	-0.2852357029914856	-0.2890978157520294	-0.0038621127605438232	[655573, 656382]
chr13	1	28737536	30048256	3	-0.2852357029914856	-0.2089320421218872	0.07630366086959839	[655768, 655982, 656378]
chr13	1	31393792	32704512	1	-0.4537293612957001	-0.385021835565567	0.06870752573013306	[656176]
chr13	1	31393792	32704512	2	-0.4537293612957001	-0.4306025505065918	0.023126810789108276	[655426, 656449]
chr13	1	31393792	32704512	3	-0.4537293612957001	-0.44359612464904785	0.010133236646652222	[655834, 656549, 656759]
chr13	1	39806976	41117696	1	-0.40343570709228516	-0.40488967299461365	-0.0014539659023284912	[656878]
chr13	1	39806976	41117696	2	-0.40343570709228516	-0.40195590257644653	0.001479804515838623	[655470, 656611]
chr13	1	39806976	41117696	3	-0.40343570709228516	-0.4002634882926941	0.0031722187995910645	[655409, 656135, 656803]
chr13	1	43833344	45144064	1	-0.3610121011734009	-0.3673767149448395	-0.006364613771438599	[657052]
chr13	1	43833344	45144064	2	-0.3610121011734009	-0.1781635880470276	0.1828485131263733	[655546, 656118]
chr13	1	43833344	45144064	3	-0.3610121011734009	-0.35656964778900146	0.004442453384399414	[655758, 656390, 657070]
chr13	1	30736384	32047104	1	-0.2248046100139618	-0.2248433232307434	-3.871321678161621e-05	[656367]
chr13	1	30736384	32047104	2	-0.2248046100139618	-0.1195904016494751	0.1052142083644867	[655636, 655967]
chr13	1	30736384	32047104	3	-0.2248046100139618	-0.22077415883541107	0.00403045117855072	[655827, 656455, 656970]
chr13	1	36395008	37705728	1	-0.2329821139574051	-0.23260626196861267	0.00037585198879241943	[656696]
chr13	1	36395008	37705728	2	-0.2329821139574051	-0.2368571162223816	-0.0038750022649765015	[655775, 657058]
chr13	1	36395008	37705728	3	-0.2329821139574051	-0.16799214482307434	0.06498996913433075	[656142, 656570, 656834]
chr14	1	116971520	118282240	1	-0.14694444835186005	-0.14495128393173218	0.0019931644201278687	[656138]
chr14	1	116971520	118282240	2	-0.14694444835186005	-0.14241154491901398	0.004532903432846069	[655418, 656484]
chr14	1	116971520	118282240	3	-0.14694444835186005	-0.15018203854560852	-0.003237590193748474	[656460, 656724, 657002]
chr14	1	57747456	59058176	1	-0.25969094038009644	-0.2645414471626282	-0.004850506782531738	[655398]
chr14	1	57747456	59058176	2	-0.25969094038009644	-0.23518437147140503	0.024506568908691406	[656272, 656891]
chr14	1	57747456	59058176	3	-0.25969094038009644	-0.25624150037765503	0.0034494400024414062	[655771, 656018, 657138]
chr16	1	7190528	8501248	1	-0.2556026875972748	-0.2614170014858246	-0.005814313888549805	[657098]
chr16	1	7190528	8501248	2	-0.2556026875972748	-0.2633442282676697	-0.0077415406703948975	[655391, 656978]
chr16	1	7190528	8501248	3	-0.2556026875972748	-0.04144497215747833	0.21415771543979645	[655806, 656247, 656687]
chr16	1	7571456	8882176	1	-0.4647257328033447	-0.4641976058483124	0.0005281269550323486	[656648]
chr16	1	7571456	8882176	2	-0.4647257328033447	-0.44931888580322266	0.01540684700012207	[656244, 656882]
chr16	1	7571456	8882176	3	-0.4647257328033447	-0.40863674879074097	0.05608898401260376	[656111, 656722, 656947]
chr16	1	8601600	9912320	1	-0.3513123691082001	-0.35147470235824585	-0.00016233325004577637	[656431]
chr16	1	8601600	9912320	2	-0.3513123691082001	-0.2973349392414093	0.05397742986679077	[656629, 657082]
chr16	1	8601600	9912320	3	-0.3513123691082001	-0.3522023856639862	-0.0008900165557861328	[655529, 656158, 656479]
chr19	1	17532928	18843648	1	-0.35245034098625183	-0.34956595301628113	0.002884387969970703	[657058]
chr19	1	17532928	18843648	2	-0.35245034098625183	-0.3504769206047058	0.0019734203815460205	[656507, 656734]
chr19	1	17532928	18843648	3	-0.35245034098625183	-0.34503334760665894	0.0074169933795928955	[655441, 656307, 657050]
chr19	1	14735360	16046080	1	-0.13129159808158875	-0.13425511121749878	-0.002963513135910034	[656959]
chr19	1	14735360	16046080	2	-0.13129159808158875	-0.12907633185386658	0.002215266227722168	[655770, 656711]
chr19	1	14735360	16046080	3	-0.13129159808158875	-0.13610178232192993	-0.0048101842403411865	[656233, 656613, 657024]
chr5	1	105558016	106868736	1	-0.24744005501270294	-0.2449054718017578	0.0025345832109451294	[656613]
chr5	1	105558016	106868736	2	-0.24744005501270294	-0.23848456144332886	0.008955493569374084	[655882, 656841]
chr5	1	105558016	106868736	3	-0.24744005501270294	-0.24839553236961365	-0.0009554773569107056	[655455, 656154, 656445]
chr6	1	137304064	138614784	1	-0.30072396993637085	-0.2988780736923218	0.0018458962440490723	[655451]
chr6	1	137304064	138614784	2	-0.30072396993637085	-0.29518750309944153	0.005536466836929321	[655467, 656270]
chr6	1	137304064	138614784	3	-0.30072396993637085	-0.27493035793304443	0.025793612003326416	[655753, 656766, 657006]
chr6	1	143200256	144510976	1	-0.3281576633453369	-0.25450658798217773	0.07365107536315918	[656893]
chr6	1	143200256	144510976	2	-0.3281576633453369	-0.2914294898509979	0.03672817349433899	[655454, 656470]
chr6	1	143200256	144510976	3	-0.3281576633453369	-0.29359447956085205	0.03456318378448486	[655402, 656054, 656608]
chr7	1	91727872	93038592	1	-0.38700586557388306	-0.3897932469844818	-0.002787381410598755	[657047]
chr7	1	91727872	93038592	2	-0.38700586557388306	-0.385743647813797	0.0012622177600860596	[655707, 657167]
chr7	1	91727872	93038592	3	-0.38700586557388306	-0.30246323347091675	0.08454263210296631	[655628, 656209, 656821]
chr7	1	128628736	129939456	1	-0.2064530998468399	-0.1709507554769516	0.035502344369888306	[657202]
chr7	1	128628736	129939456	2	-0.2064530998468399	-0.20639510452747345	5.799531936645508e-05	[656041, 657065]
chr7	1	128628736	129939456	3	-0.2064530998468399	-0.12850406765937805	0.07794903218746185	[655435, 656217, 656806]
chr7	1	116893696	118204416	1	-0.2828674912452698	-0.2824190557003021	0.00044843554496765137	[656288]
chr7	1	116893696	118204416	2	-0.2828674912452698	-0.27889692783355713	0.0039705634117126465	[656277, 657168]
chr7	1	116893696	118204416	3	-0.2828674912452698	-0.2413214147090912	0.04154607653617859	[655917, 656874, 657139]
chr7	1	136003584	137314304	1	-0.37094467878341675	-0.3693751096725464	0.0015695691108703613	[655643]
chr7	1	136003584	137314304	2	-0.37094467878341675	-0.35173508524894714	0.019209593534469604	[656953, 657171]
chr7	1	136003584	137314304	3	-0.37094467878341675	-0.36911940574645996	0.0018252730369567871	[655450, 655794, 657031]
chr7	1	135604224	136914944	1	-0.24014540016651154	-0.24054095149040222	-0.00039555132389068604	[655926]
chr7	1	135604224	136914944	2	-0.24014540016651154	-0.23866689205169678	0.0014785081148147583	[656043, 656500]
chr7	1	135604224	136914944	3	-0.24014540016651154	-0.24152317643165588	-0.0013777762651443481	[655466, 655841, 657064]
chr7	1	49817600	51128320	1	-0.3018622398376465	-0.29994744062423706	0.0019147992134094238	[656348]
chr7	1	49817600	51128320	2	-0.3018622398376465	-0.29997435212135315	0.001887887716293335	[655569, 656782]
chr7	1	49817600	51128320	3	-0.3018622398376465	-0.2980039417743683	0.0038582980632781982	[656167, 656482, 656778]
chr7	1	139806720	141117440	1	-0.23605716228485107	-0.15534797310829163	0.08070918917655945	[655568]
chr7	1	139806720	141117440	2	-0.23605716228485107	-0.23689886927604675	-0.0008417069911956787	[655718, 656416]
chr7	1	139806720	141117440	3	-0.23605716228485107	-0.11755125224590302	0.11850591003894806	[655423, 655745, 656031]
chr7	1	116453376	117764096	1	-0.22894832491874695	-0.22792764008045197	0.001020684838294983	[655624]
chr7	1	116453376	117764096	2	-0.22894832491874695	-0.22847113013267517	0.00047719478607177734	[655369, 656962]
chr7	1	116453376	117764096	3	-0.22894832491874695	-0.22792914509773254	0.0010191798210144043	[655731, 656161, 656760]
chr7	1	115075072	116385792	1	-0.16533330082893372	-0.14998432993888855	0.015348970890045166	[656732]
chr7	1	115075072	116385792	2	-0.16533330082893372	-0.16412091255187988	0.001212388277053833	[655711, 656389]
